"","Group","Reg","TaxScenario","value","Vari"
"114",2,"Eurasia","Luxury&CBDR_C",0.0429071748635956,"Total_Effect"
"115",2,"Asia-Pacific Developed","Luxury&CBDR_C",0.0848586048071236,"Total_Effect"
"116",2,"China","Luxury&CBDR_C",0.0247026894976278,"Total_Effect"
"117",2,"North Africa","Luxury&CBDR_C",0.0206748573855064,"Total_Effect"
"118",2,"East Asia and Developing Pacific","Luxury&CBDR_C",0.00991673987638479,"Total_Effect"
"119",2,"India","Luxury&CBDR_C",0.00982249257104225,"Total_Effect"
"120",2,"United States","Luxury&CBDR_C",0.0506166319478343,"Total_Effect"
"121",3,"Southern Asia","Universal_P",0.0489980494567395,"Total_Effect"
"122",3,"Sub-Saharan Africa","Universal_P",0.0373165644458919,"Total_Effect"
"123",3,"Europe","Universal_P",0.0450730418704773,"Total_Effect"
"124",3,"Middle East","Universal_P",0.130406678678493,"Total_Effect"
"125",3,"Latin America and Caribbean","Universal_P",0.0545766104236049,"Total_Effect"
"126",3,"Eurasia","Universal_P",0.139657371643809,"Total_Effect"
"127",3,"Asia-Pacific Developed","Universal_P",0.0416294940933795,"Total_Effect"
"128",3,"China","Universal_P",0.0743938122616563,"Total_Effect"
"129",3,"North Africa","Universal_P",0.0933718649773042,"Total_Effect"
"130",3,"East Asia and Developing Pacific","Universal_P",0.0626244087540974,"Total_Effect"
"131",3,"India","Universal_P",0.0903366199972353,"Total_Effect"
"132",3,"United States","Universal_P",0.0291710299488736,"Total_Effect"
"133",3,"Southern Asia","Luxury",0.043901582356064,"Total_Effect"
"134",3,"Sub-Saharan Africa","Luxury",0.0324409474804492,"Total_Effect"
"135",3,"Europe","Luxury",0.0437214850461222,"Total_Effect"
"136",3,"Middle East","Luxury",0.116194043015621,"Total_Effect"
"137",3,"Latin America and Caribbean","Luxury",0.0417779881061011,"Total_Effect"
"138",3,"Eurasia","Luxury",0.136986067091718,"Total_Effect"
"139",3,"Asia-Pacific Developed","Luxury",0.0403769798493247,"Total_Effect"
"140",3,"China","Luxury",0.0712303819599013,"Total_Effect"
"141",3,"North Africa","Luxury",0.0891264632424321,"Total_Effect"
"142",3,"East Asia and Developing Pacific","Luxury",0.0526983865508152,"Total_Effect"
"143",3,"India","Luxury",0.0663658132946171,"Total_Effect"
"144",3,"United States","Luxury",0.0269412812303604,"Total_Effect"
"145",3,"Southern Asia","CBDR_P",0.0122133347389742,"Total_Effect"
"146",3,"Sub-Saharan Africa","CBDR_P",0.0169337816094299,"Total_Effect"
"147",3,"Europe","CBDR_P",0.064167260502808,"Total_Effect"
"148",3,"Middle East","CBDR_P",0.0362685841728158,"Total_Effect"
"149",3,"Latin America and Caribbean","CBDR_P",0.0379566774939391,"Total_Effect"
"150",3,"Eurasia","CBDR_P",0.0636559694890141,"Total_Effect"
"151",3,"Asia-Pacific Developed","CBDR_P",0.0769054551212598,"Total_Effect"
"152",3,"China","CBDR_P",0.0378855653890612,"Total_Effect"
"153",3,"North Africa","CBDR_P",0.0293274623481526,"Total_Effect"
"154",3,"East Asia and Developing Pacific","CBDR_P",0.020764375440976,"Total_Effect"
"155",3,"India","CBDR_P",0.0171758239710251,"Total_Effect"
"156",3,"United States","CBDR_P",0.0578946693662998,"Total_Effect"
"157",3,"Southern Asia","CBDR_C",0.00776363733635019,"Total_Effect"
"158",3,"Sub-Saharan Africa","CBDR_C",0.00701913833332608,"Total_Effect"
"159",3,"Europe","CBDR_C",0.0633416733389826,"Total_Effect"
"160",3,"Middle East","CBDR_C",0.0271765148905783,"Total_Effect"
"161",3,"Latin America and Caribbean","CBDR_C",0.025941762465199,"Total_Effect"
"162",3,"Eurasia","CBDR_C",0.0499004025354319,"Total_Effect"
"163",3,"Asia-Pacific Developed","CBDR_C",0.0785123986730695,"Total_Effect"
"164",3,"China","CBDR_C",0.0283991022204891,"Total_Effect"
"165",3,"North Africa","CBDR_C",0.0218798981155914,"Total_Effect"
"166",3,"East Asia and Developing Pacific","CBDR_C",0.0120560738225355,"Total_Effect"
"167",3,"India","CBDR_C",0.0134522165326807,"Total_Effect"
"168",3,"United States","CBDR_C",0.0580025716121262,"Total_Effect"
"169",3,"Southern Asia","Luxury&CBDR_C",0.00723754535006781,"Total_Effect"
"170",3,"Sub-Saharan Africa","Luxury&CBDR_C",0.00642315688429517,"Total_Effect"
"171",3,"Europe","Luxury&CBDR_C",0.0607256778476913,"Total_Effect"
"172",3,"Middle East","Luxury&CBDR_C",0.0252590955398095,"Total_Effect"
"173",3,"Latin America and Caribbean","Luxury&CBDR_C",0.0202780247400718,"Total_Effect"
"174",3,"Eurasia","Luxury&CBDR_C",0.0493104977056742,"Total_Effect"
"175",3,"Asia-Pacific Developed","Luxury&CBDR_C",0.0754420748006314,"Total_Effect"
"176",3,"China","Luxury&CBDR_C",0.027556065815811,"Total_Effect"
"177",3,"North Africa","Luxury&CBDR_C",0.0209778033036905,"Total_Effect"
"178",3,"East Asia and Developing Pacific","Luxury&CBDR_C",0.0108688144883456,"Total_Effect"
"179",3,"India","Luxury&CBDR_C",0.0106170788455694,"Total_Effect"
"180",3,"United States","Luxury&CBDR_C",0.0534222692830416,"Total_Effect"
"181",4,"Southern Asia","Universal_P",0.0497964262610376,"Total_Effect"
"182",4,"Sub-Saharan Africa","Universal_P",0.0374892711924666,"Total_Effect"
"183",4,"Europe","Universal_P",0.0372105140649445,"Total_Effect"
"184",4,"Middle East","Universal_P",0.131796188561474,"Total_Effect"
"185",4,"Latin America and Caribbean","Universal_P",0.0561709843631159,"Total_Effect"
"186",4,"Eurasia","Universal_P",0.134297783716126,"Total_Effect"
"187",4,"Asia-Pacific Developed","Universal_P",0.0353485165023909,"Total_Effect"
"188",4,"China","Universal_P",0.0812589812487172,"Total_Effect"
"189",4,"North Africa","Universal_P",0.0934555173145365,"Total_Effect"
"190",4,"East Asia and Developing Pacific","Universal_P",0.0639529394002985,"Total_Effect"
"191",4,"India","Universal_P",0.0925376806395529,"Total_Effect"
"192",4,"United States","Universal_P",0.0287776101831829,"Total_Effect"
"193",4,"Southern Asia","Luxury",0.0455212215158324,"Total_Effect"
"194",4,"Sub-Saharan Africa","Luxury",0.0330817454535262,"Total_Effect"
"195",4,"Europe","Luxury",0.0360810717803497,"Total_Effect"
"196",4,"Middle East","Luxury",0.119680828009465,"Total_Effect"
"197",4,"Latin America and Caribbean","Luxury",0.043412205783224,"Total_Effect"
"198",4,"Eurasia","Luxury",0.134740751155829,"Total_Effect"
"199",4,"Asia-Pacific Developed","Luxury",0.0341207271517414,"Total_Effect"
"200",4,"China","Luxury",0.0781919276476247,"Total_Effect"
"201",4,"North Africa","Luxury",0.0894198411866604,"Total_Effect"
"202",4,"East Asia and Developing Pacific","Luxury",0.0555226662122152,"Total_Effect"
"203",4,"India","Luxury",0.0715274294465344,"Total_Effect"
"204",4,"United States","Luxury",0.0269015274157842,"Total_Effect"
"205",4,"Southern Asia","CBDR_P",0.01213620508659,"Total_Effect"
"206",4,"Sub-Saharan Africa","CBDR_P",0.0173516372252348,"Total_Effect"
"207",4,"Europe","CBDR_P",0.0583738579850163,"Total_Effect"
"208",4,"Middle East","CBDR_P",0.0395177762429482,"Total_Effect"
"209",4,"Latin America and Caribbean","CBDR_P",0.0386458985212193,"Total_Effect"
"210",4,"Eurasia","CBDR_P",0.0660540594458249,"Total_Effect"
"211",4,"Asia-Pacific Developed","CBDR_P",0.0663883570613397,"Total_Effect"
"212",4,"China","CBDR_P",0.041521039433694,"Total_Effect"
"213",4,"North Africa","CBDR_P",0.0289528223893411,"Total_Effect"
"214",4,"East Asia and Developing Pacific","CBDR_P",0.0212699962816402,"Total_Effect"
"215",4,"India","CBDR_P",0.0177198127324643,"Total_Effect"
"216",4,"United States","CBDR_P",0.0569126576982915,"Total_Effect"
"217",4,"Southern Asia","CBDR_C",0.00786237484262764,"Total_Effect"
"218",4,"Sub-Saharan Africa","CBDR_C",0.00723299322465283,"Total_Effect"
"219",4,"Europe","CBDR_C",0.0586882438033456,"Total_Effect"
"220",4,"Middle East","CBDR_C",0.0305770041184045,"Total_Effect"
"221",4,"Latin America and Caribbean","CBDR_C",0.0267018359962194,"Total_Effect"
"222",4,"Eurasia","CBDR_C",0.0518173491434177,"Total_Effect"
"223",4,"Asia-Pacific Developed","CBDR_C",0.0674111074688833,"Total_Effect"
"224",4,"China","CBDR_C",0.0312396335970268,"Total_Effect"
"225",4,"North Africa","CBDR_C",0.0219735044811586,"Total_Effect"
"226",4,"East Asia and Developing Pacific","CBDR_C",0.0131691146023456,"Total_Effect"
"227",4,"India","CBDR_C",0.0141531228173017,"Total_Effect"
"228",4,"United States","CBDR_C",0.0570329218476729,"Total_Effect"
"229",4,"Southern Asia","Luxury&CBDR_C",0.00744628891937655,"Total_Effect"
"230",4,"Sub-Saharan Africa","Luxury&CBDR_C",0.00656639470642658,"Total_Effect"
"231",4,"Europe","Luxury&CBDR_C",0.0560390229372184,"Total_Effect"
"232",4,"Middle East","Luxury&CBDR_C",0.0288522850672372,"Total_Effect"
"233",4,"Latin America and Caribbean","Luxury&CBDR_C",0.0210963072871277,"Total_Effect"
"234",4,"Eurasia","Luxury&CBDR_C",0.0515531269791516,"Total_Effect"
"235",4,"Asia-Pacific Developed","Luxury&CBDR_C",0.064559540194299,"Total_Effect"
"236",4,"China","Luxury&CBDR_C",0.0304581819734295,"Total_Effect"
"237",4,"North Africa","Luxury&CBDR_C",0.021093419767192,"Total_Effect"
"238",4,"East Asia and Developing Pacific","Luxury&CBDR_C",0.0120203967857933,"Total_Effect"
"239",4,"India","Luxury&CBDR_C",0.0116908715441827,"Total_Effect"
"240",4,"United States","Luxury&CBDR_C",0.0531778372937408,"Total_Effect"
"241",5,"Southern Asia","Universal_P",0.0506045884417171,"Total_Effect"
"242",5,"Sub-Saharan Africa","Universal_P",0.0387303595427732,"Total_Effect"
"243",5,"Europe","Universal_P",0.0342344375165624,"Total_Effect"
"244",5,"Middle East","Universal_P",0.129568587540028,"Total_Effect"
"245",5,"Latin America and Caribbean","Universal_P",0.046951347979,"Total_Effect"
"246",5,"Eurasia","Universal_P",0.133782252032958,"Total_Effect"
"247",5,"Asia-Pacific Developed","Universal_P",0.0331674884632882,"Total_Effect"
"248",5,"China","Universal_P",0.0864677449508866,"Total_Effect"
"249",5,"North Africa","Universal_P",0.0931905021595523,"Total_Effect"
"250",5,"East Asia and Developing Pacific","Universal_P",0.0643163834299769,"Total_Effect"
"251",5,"India","Universal_P",0.0913899816255913,"Total_Effect"
"252",5,"United States","Universal_P",0.0292239232601266,"Total_Effect"
"253",5,"Southern Asia","Luxury",0.0470618590988068,"Total_Effect"
"254",5,"Sub-Saharan Africa","Luxury",0.0344994600468685,"Total_Effect"
"255",5,"Europe","Luxury",0.0339671795812243,"Total_Effect"
"256",5,"Middle East","Luxury",0.12103497549319,"Total_Effect"
"257",5,"Latin America and Caribbean","Luxury",0.0415167373010051,"Total_Effect"
"258",5,"Eurasia","Luxury",0.132332452946665,"Total_Effect"
"259",5,"Asia-Pacific Developed","Luxury",0.0319995262978216,"Total_Effect"
"260",5,"China","Luxury",0.0835213249010058,"Total_Effect"
"261",5,"North Africa","Luxury",0.0894304200083284,"Total_Effect"
"262",5,"East Asia and Developing Pacific","Luxury",0.0571734867395352,"Total_Effect"
"263",5,"India","Luxury",0.0754258077425579,"Total_Effect"
"264",5,"United States","Luxury",0.0277897175764195,"Total_Effect"
"265",5,"Southern Asia","CBDR_P",0.0121464666140925,"Total_Effect"
"266",5,"Sub-Saharan Africa","CBDR_P",0.0185469690709353,"Total_Effect"
"267",5,"Europe","CBDR_P",0.0569861526867475,"Total_Effect"
"268",5,"Middle East","CBDR_P",0.0433693282294789,"Total_Effect"
"269",5,"Latin America and Caribbean","CBDR_P",0.0318436823096518,"Total_Effect"
"270",5,"Eurasia","CBDR_P",0.0689782897410412,"Total_Effect"
"271",5,"Asia-Pacific Developed","CBDR_P",0.0628257204166713,"Total_Effect"
"272",5,"China","CBDR_P",0.0442485248888622,"Total_Effect"
"273",5,"North Africa","CBDR_P",0.0285112169215349,"Total_Effect"
"274",5,"East Asia and Developing Pacific","CBDR_P",0.0216991819098564,"Total_Effect"
"275",5,"India","CBDR_P",0.0175147597943721,"Total_Effect"
"276",5,"United States","CBDR_P",0.0574292956789717,"Total_Effect"
"277",5,"Southern Asia","CBDR_C",0.00798885848920675,"Total_Effect"
"278",5,"Sub-Saharan Africa","CBDR_C",0.00773862990907253,"Total_Effect"
"279",5,"Europe","CBDR_C",0.058001311915622,"Total_Effect"
"280",5,"Middle East","CBDR_C",0.0356805824260189,"Total_Effect"
"281",5,"Latin America and Caribbean","CBDR_C",0.0228262002115639,"Total_Effect"
"282",5,"Eurasia","CBDR_C",0.0542497606633332,"Total_Effect"
"283",5,"Asia-Pacific Developed","CBDR_C",0.0636211991984695,"Total_Effect"
"284",5,"China","CBDR_C",0.0333172075254704,"Total_Effect"
"285",5,"North Africa","CBDR_C",0.0219713789377928,"Total_Effect"
"286",5,"East Asia and Developing Pacific","CBDR_C",0.0141841843275532,"Total_Effect"
"287",5,"India","CBDR_C",0.0143177946317902,"Total_Effect"
"288",5,"United States","CBDR_C",0.0576341224984698,"Total_Effect"
"289",5,"Southern Asia","Luxury&CBDR_C",0.00765866425638692,"Total_Effect"
"290",5,"Sub-Saharan Africa","Luxury&CBDR_C",0.00703322833277031,"Total_Effect"
"291",5,"Europe","Luxury&CBDR_C",0.0571430300072083,"Total_Effect"
"292",5,"Middle East","Luxury&CBDR_C",0.034250172056233,"Total_Effect"
"293",5,"Latin America and Caribbean","Luxury&CBDR_C",0.0205977831708116,"Total_Effect"
"294",5,"Eurasia","Luxury&CBDR_C",0.0538415806095397,"Total_Effect"
"295",5,"Asia-Pacific Developed","Luxury&CBDR_C",0.0609531712344501,"Total_Effect"
"296",5,"China","Luxury&CBDR_C",0.0325942343855881,"Total_Effect"
"297",5,"North Africa","Luxury&CBDR_C",0.0211221288657166,"Total_Effect"
"298",5,"East Asia and Developing Pacific","Luxury&CBDR_C",0.0130057084094308,"Total_Effect"
"299",5,"India","Luxury&CBDR_C",0.0124781577498176,"Total_Effect"
"300",5,"United States","Luxury&CBDR_C",0.0546913903871243,"Total_Effect"
"301",6,"Southern Asia","Universal_P",0.0512409635299007,"Total_Effect"
"302",6,"Sub-Saharan Africa","Universal_P",0.0405913132813681,"Total_Effect"
"303",6,"Europe","Universal_P",0.0303969115074308,"Total_Effect"
"304",6,"Middle East","Universal_P",0.125927501667494,"Total_Effect"
"305",6,"Latin America and Caribbean","Universal_P",0.0439626290115686,"Total_Effect"
"306",6,"Eurasia","Universal_P",0.131517252599564,"Total_Effect"
"307",6,"Asia-Pacific Developed","Universal_P",0.0333778216494145,"Total_Effect"
"308",6,"China","Universal_P",0.0914077353558227,"Total_Effect"
"309",6,"North Africa","Universal_P",0.0924140249631446,"Total_Effect"
"310",6,"East Asia and Developing Pacific","Universal_P",0.0622255342060333,"Total_Effect"
"311",6,"India","Universal_P",0.090761525651524,"Total_Effect"
"312",6,"United States","Universal_P",0.0308006787502205,"Total_Effect"
"313",6,"Southern Asia","Luxury",0.0483449452903086,"Total_Effect"
"314",6,"Sub-Saharan Africa","Luxury",0.0368681948257625,"Total_Effect"
"315",6,"Europe","Luxury",0.0298858430545572,"Total_Effect"
"316",6,"Middle East","Luxury",0.11938527567665,"Total_Effect"
"317",6,"Latin America and Caribbean","Luxury",0.0395220546576196,"Total_Effect"
"318",6,"Eurasia","Luxury",0.130118849770023,"Total_Effect"
"319",6,"Asia-Pacific Developed","Luxury",0.0323277601025236,"Total_Effect"
"320",6,"China","Luxury",0.0885834589034483,"Total_Effect"
"321",6,"North Africa","Luxury",0.0887742211462538,"Total_Effect"
"322",6,"East Asia and Developing Pacific","Luxury",0.0564427485777295,"Total_Effect"
"323",6,"India","Luxury",0.078628064138611,"Total_Effect"
"324",6,"United States","Luxury",0.0296077044695026,"Total_Effect"
"325",6,"Southern Asia","CBDR_P",0.0121581451616626,"Total_Effect"
"326",6,"Sub-Saharan Africa","CBDR_P",0.0197171870040986,"Total_Effect"
"327",6,"Europe","CBDR_P",0.0524541589800454,"Total_Effect"
"328",6,"Middle East","CBDR_P",0.0487525504032163,"Total_Effect"
"329",6,"Latin America and Caribbean","CBDR_P",0.0298498779464925,"Total_Effect"
"330",6,"Eurasia","CBDR_P",0.0700043998714199,"Total_Effect"
"331",6,"Asia-Pacific Developed","CBDR_P",0.0631304617164389,"Total_Effect"
"332",6,"China","CBDR_P",0.0468679326953752,"Total_Effect"
"333",6,"North Africa","CBDR_P",0.0282775788902982,"Total_Effect"
"334",6,"East Asia and Developing Pacific","CBDR_P",0.0214379760215342,"Total_Effect"
"335",6,"India","CBDR_P",0.0173620515130224,"Total_Effect"
"336",6,"United States","CBDR_P",0.0602799590984977,"Total_Effect"
"337",6,"Southern Asia","CBDR_C",0.00806690030606845,"Total_Effect"
"338",6,"Sub-Saharan Africa","CBDR_C",0.00847929306879698,"Total_Effect"
"339",6,"Europe","CBDR_C",0.0537992075287679,"Total_Effect"
"340",6,"Middle East","CBDR_C",0.0419363543829339,"Total_Effect"
"341",6,"Latin America and Caribbean","CBDR_C",0.0217116962013369,"Total_Effect"
"342",6,"Eurasia","CBDR_C",0.0552091478530288,"Total_Effect"
"343",6,"Asia-Pacific Developed","CBDR_C",0.0639270866750562,"Total_Effect"
"344",6,"China","CBDR_C",0.0353350200087007,"Total_Effect"
"345",6,"North Africa","CBDR_C",0.0218532421133858,"Total_Effect"
"346",6,"East Asia and Developing Pacific","CBDR_C",0.0145722520139573,"Total_Effect"
"347",6,"India","CBDR_C",0.0144262438716142,"Total_Effect"
"348",6,"United States","CBDR_C",0.0606452953690047,"Total_Effect"
"349",6,"Southern Asia","Luxury&CBDR_C",0.00780947454163146,"Total_Effect"
"350",6,"Sub-Saharan Africa","Luxury&CBDR_C",0.0078016550304237,"Total_Effect"
"351",6,"Europe","Luxury&CBDR_C",0.0524456058012881,"Total_Effect"
"352",6,"Middle East","Luxury&CBDR_C",0.0405833822262213,"Total_Effect"
"353",6,"Latin America and Caribbean","Luxury&CBDR_C",0.019884163243524,"Total_Effect"
"354",6,"Eurasia","Luxury&CBDR_C",0.0548277775796451,"Total_Effect"
"355",6,"Asia-Pacific Developed","Luxury&CBDR_C",0.0615345816342069,"Total_Effect"
"356",6,"China","Luxury&CBDR_C",0.0346721820843027,"Total_Effect"
"357",6,"North Africa","Luxury&CBDR_C",0.0210258379032499,"Total_Effect"
"358",6,"East Asia and Developing Pacific","Luxury&CBDR_C",0.0134204734296178,"Total_Effect"
"359",6,"India","Luxury&CBDR_C",0.0130580922240715,"Total_Effect"
"360",6,"United States","Luxury&CBDR_C",0.0582032134792489,"Total_Effect"
"361",7,"Southern Asia","Universal_P",0.0518756801506028,"Total_Effect"
"362",7,"Sub-Saharan Africa","Universal_P",0.0435989320029194,"Total_Effect"
"363",7,"Europe","Universal_P",0.0295264863334327,"Total_Effect"
"364",7,"Middle East","Universal_P",0.1133962767423,"Total_Effect"
"365",7,"Latin America and Caribbean","Universal_P",0.0423712649016339,"Total_Effect"
"366",7,"Eurasia","Universal_P",0.129692437838798,"Total_Effect"
